GAT(
  (gat_layers): ModuleList(
    (0): GATConv(
      (fc): Linear(in_features=3703, out_features=256, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
    (1): GATConv(
      (fc): Linear(in_features=256, out_features=256, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
    (2): GATConv(
      (fc): Linear(in_features=256, out_features=6, bias=False)
      (feat_drop): Dropout(p=0.6, inplace=False)
      (attn_drop): Dropout(p=0.6, inplace=False)
      (leaky_relu): LeakyReLU(negative_slope=0.2)
    )
  )
)
Epoch 00100 | Time(s) 3.7335 | Loss 0.5494 | TrainAcc 0.7750 | ValAcc 0.6860 | f1-score 0.5140 |ETputs(KTEPS) 3.33| GPU : 0.0 MB 
Epoch 00101 | Time(s) 3.7243 | Loss 0.5100 | TrainAcc 0.7750 | ValAcc 0.6800 | f1-score 0.4940 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00102 | Time(s) 3.7178 | Loss 0.4557 | TrainAcc 0.8250 | ValAcc 0.6720 | f1-score 0.5280 |ETputs(KTEPS) 3.34| GPU : 0.0 MB 
Epoch 00103 | Time(s) 3.7087 | Loss 0.4625 | TrainAcc 0.7917 | ValAcc 0.6600 | f1-score 0.4740 |ETputs(KTEPS) 3.35| GPU : 0.0 MB 
Epoch 00104 | Time(s) 3.6971 | Loss 0.4959 | TrainAcc 0.8250 | ValAcc 0.6600 | f1-score 0.4980 |ETputs(KTEPS) 3.36| GPU : 0.0 MB 
Epoch 00105 | Time(s) 3.6901 | Loss 0.5072 | TrainAcc 0.8000 | ValAcc 0.6560 | f1-score 0.4880 |ETputs(KTEPS) 3.37| GPU : 0.0 MB 
Epoch 00106 | Time(s) 3.6895 | Loss 0.5631 | TrainAcc 0.7583 | ValAcc 0.6540 | f1-score 0.4780 |ETputs(KTEPS) 3.37| GPU : 0.0 MB 
Epoch 00107 | Time(s) 3.6874 | Loss 0.4681 | TrainAcc 0.8250 | ValAcc 0.6580 | f1-score 0.5000 |ETputs(KTEPS) 3.37| GPU : 0.0 MB 
Epoch 00108 | Time(s) 3.6810 | Loss 0.5598 | TrainAcc 0.7917 | ValAcc 0.6560 | f1-score 0.4860 |ETputs(KTEPS) 3.38| GPU : 0.0 MB 
Epoch 00109 | Time(s) 3.6769 | Loss 0.5422 | TrainAcc 0.8000 | ValAcc 0.6720 | f1-score 0.4980 |ETputs(KTEPS) 3.38| GPU : 0.0 MB 
Epoch 00110 | Time(s) 3.6704 | Loss 0.5238 | TrainAcc 0.7833 | ValAcc 0.6660 | f1-score 0.4680 |ETputs(KTEPS) 3.39| GPU : 0.0 MB 
Epoch 00111 | Time(s) 3.6641 | Loss 0.5318 | TrainAcc 0.8000 | ValAcc 0.6660 | f1-score 0.5080 |ETputs(KTEPS) 3.39| GPU : 0.0 MB 
Epoch 00112 | Time(s) 3.6627 | Loss 0.4900 | TrainAcc 0.7833 | ValAcc 0.6660 | f1-score 0.5280 |ETputs(KTEPS) 3.39| GPU : 0.0 MB 
Epoch 00113 | Time(s) 3.6579 | Loss 0.4524 | TrainAcc 0.8583 | ValAcc 0.6680 | f1-score 0.5000 |ETputs(KTEPS) 3.40| GPU : 0.0 MB 
Epoch 00114 | Time(s) 3.6518 | Loss 0.5413 | TrainAcc 0.8000 | ValAcc 0.6720 | f1-score 0.4900 |ETputs(KTEPS) 3.40| GPU : 0.0 MB 
Epoch 00115 | Time(s) 3.6509 | Loss 0.5078 | TrainAcc 0.8000 | ValAcc 0.6740 | f1-score 0.4900 |ETputs(KTEPS) 3.40| GPU : 0.0 MB 
Epoch 00116 | Time(s) 3.6492 | Loss 0.5984 | TrainAcc 0.7833 | ValAcc 0.6700 | f1-score 0.5180 |ETputs(KTEPS) 3.41| GPU : 0.0 MB 
Epoch 00117 | Time(s) 3.6437 | Loss 0.5123 | TrainAcc 0.8167 | ValAcc 0.6700 | f1-score 0.4980 |ETputs(KTEPS) 3.41| GPU : 0.0 MB 
Epoch 00118 | Time(s) 3.6424 | Loss 0.5913 | TrainAcc 0.7750 | ValAcc 0.6680 | f1-score 0.4900 |ETputs(KTEPS) 3.41| GPU : 0.0 MB 
Epoch 00119 | Time(s) 3.6368 | Loss 0.5298 | TrainAcc 0.7667 | ValAcc 0.6660 | f1-score 0.5140 |ETputs(KTEPS) 3.42| GPU : 0.0 MB 
Epoch 00120 | Time(s) 3.6266 | Loss 0.5141 | TrainAcc 0.8083 | ValAcc 0.6640 | f1-score 0.4960 |ETputs(KTEPS) 3.43| GPU : 0.0 MB 
Epoch 00121 | Time(s) 3.6255 | Loss 0.6377 | TrainAcc 0.7000 | ValAcc 0.6680 | f1-score 0.4800 |ETputs(KTEPS) 3.43| GPU : 0.0 MB 
Epoch 00122 | Time(s) 3.6218 | Loss 0.5011 | TrainAcc 0.7833 | ValAcc 0.6660 | f1-score 0.5020 |ETputs(KTEPS) 3.43| GPU : 0.0 MB 
Epoch 00123 | Time(s) 3.6167 | Loss 0.5940 | TrainAcc 0.7833 | ValAcc 0.6680 | f1-score 0.4780 |ETputs(KTEPS) 3.44| GPU : 0.0 MB 
Epoch 00124 | Time(s) 3.6135 | Loss 0.4529 | TrainAcc 0.8417 | ValAcc 0.6640 | f1-score 0.4900 |ETputs(KTEPS) 3.44| GPU : 0.0 MB 
